customer_id,signup_date,signup_quarter,region,segment,plan,billing_cycle,acquisition_channel,engagement_score,monthly_price_usd,churn_month,churn_reason,risk_at_month_3,risk_at_month_12,status_month_3,status_month_12,months_billed,observed_revenue_12m_usd
RC-00836,2024-05-07,Q2 2024,Asia-Pacific,Individual,Enterprise,Annual,Paid Search,0.727,75.65,,,False,False,Active,Renewed,12,907.8
RC-00837,2024-10-23,Q4 2024,Europe,Team,Enterprise,Monthly,Organic,0.532,89,,,False,False,Active,Active,12,1068
RC-00838,2024-11-05,Q4 2024,Europe,Small Business,Basic,Monthly,Referral,0.505,15,,,False,False,Active,Active,12,180
RC-00839,2024-04-13,Q2 2024,Europe,Small Business,Basic,Monthly,Social,0.373,15,,,False,False,Active,Active,12,180
RC-00840,2024-11-22,Q4 2024,Europe,Individual,Standard,Annual,Organic,0.544,24.65,,,False,False,Active,Renewed,12,295.8
RC-00841,2024-11-03,Q4 2024,Europe,Small Business,Standard,Monthly,Referral,0.821,29,,,False,False,Active,Active,12,348
RC-00842,2024-09-13,Q3 2024,Asia-Pacific,Small Business,Standard,Monthly,Paid Search,0.503,29,3,Changed needs,False,False,Churned,Churned,3,87
RC-00843,2024-04-26,Q2 2024,Asia-Pacific,Freelancer,Standard,Monthly,Social,0.612,29,11,Price,False,False,Active,Churned,11,319
RC-00844,2024-10-01,Q4 2024,Europe,Freelancer,Premium,Annual,Organic,0.816,41.65,,,False,False,Active,Renewed,12,499.8
RC-00845,2024-09-20,Q3 2024,Europe,Small Business,Premium,Annual,Referral,0.839,41.65,6,Price,False,False,Active,Churned,6,249.9
RC-00846,2024-12-07,Q4 2024,Europe,Individual,Premium,Monthly,Paid Search,0.932,49,2,Alternative,False,False,Churned,Churned,2,98
RC-00847,2024-05-21,Q2 2024,Other,Individual,Standard,Annual,Organic,0.375,24.65,,,False,False,Active,Renewed,12,295.8
RC-00848,2024-07-02,Q3 2024,North America,Small Business,Standard,Monthly,Organic,0.736,29,,,False,False,Active,Active,12,348
RC-00849,2024-12-08,Q4 2024,Asia-Pacific,Freelancer,Premium,Annual,Paid Search,0.461,41.65,,,False,True,Active,At risk,12,499.8
RC-00850,2024-09-14,Q3 2024,Asia-Pacific,Individual,Basic,Monthly,Social,0.262,15,,,True,True,At risk,At risk,12,180
RC-00851,2024-07-28,Q3 2024,Other,Individual,Basic,Annual,Social,0.863,12.75,,,True,False,At risk,Renewed,12,153.0
RC-00852,2024-04-22,Q2 2024,North America,Team,Basic,Monthly,Organic,0.444,15,,,False,False,Active,Active,12,180
RC-00853,2024-12-12,Q4 2024,Europe,Small Business,Basic,Monthly,Organic,0.822,15,,,False,False,Active,Active,12,180
RC-00854,2024-11-01,Q4 2024,Asia-Pacific,Small Business,Standard,Monthly,Organic,0.133,29,3,Product experience,False,False,Churned,Churned,3,87
RC-00855,2024-04-11,Q2 2024,Europe,Individual,Standard,Annual,Paid Search,0.266,24.65,,,True,True,At risk,At risk,12,295.8
RC-00856,2024-11-07,Q4 2024,Europe,Freelancer,Premium,Annual,Social,0.701,41.65,,,False,False,Active,Renewed,12,499.8
RC-00857,2024-12-11,Q4 2024,Europe,Individual,Standard,Monthly,Organic,0.297,29,12,Price,True,False,At risk,Churned,12,348
RC-00858,2024-03-21,Q1 2024,North America,Individual,Basic,Annual,Organic,0.921,12.75,,,False,False,Active,Renewed,12,153.0
RC-00859,2024-11-24,Q4 2024,Asia-Pacific,Individual,Premium,Monthly,Partner,0.371,49,,,False,False,Active,Active,12,588
RC-00860,2024-04-15,Q2 2024,North America,Freelancer,Basic,Monthly,Paid Search,0.659,15,,,False,False,Active,Active,12,180
RC-00861,2024-09-13,Q3 2024,Europe,Freelancer,Standard,Monthly,Partner,0.412,29,,,False,False,Active,Active,12,348
RC-00862,2024-11-04,Q4 2024,Other,Freelancer,Premium,Monthly,Paid Search,0.716,49,,,False,False,Active,Active,12,588
RC-00863,2024-08-04,Q3 2024,North America,Small Business,Premium,Monthly,Organic,0.689,49,,,False,False,Active,Active,12,588
RC-00864,2024-09-07,Q3 2024,North America,Individual,Standard,Annual,Partner,0.799,24.65,,,False,False,Active,Renewed,12,295.8
RC-00865,2024-09-14,Q3 2024,Europe,Small Business,Premium,Annual,Paid Search,0.112,41.65,,,True,True,At risk,At risk,12,499.8
RC-00866,2024-11-08,Q4 2024,Asia-Pacific,Freelancer,Standard,Monthly,Referral,0.412,29,,,True,False,At risk,Active,12,348
RC-00867,2024-07-25,Q3 2024,Other,Small Business,Enterprise,Monthly,Referral,0.244,89,,,True,True,At risk,At risk,12,1068
RC-00868,2024-05-15,Q2 2024,Asia-Pacific,Freelancer,Basic,Monthly,Organic,0.882,15,,,False,False,Active,Active,12,180
RC-00869,2024-12-05,Q4 2024,North America,Individual,Standard,Monthly,Organic,0.539,29,3,Alternative,False,False,Churned,Churned,3,87
RC-00870,2024-11-05,Q4 2024,Other,Small Business,Standard,Monthly,Organic,0.782,29,,,False,False,Active,Active,12,348
RC-00871,2024-09-03,Q3 2024,Europe,Small Business,Premium,Annual,Paid Search,0.543,41.65,,,False,False,Active,Renewed,12,499.8
RC-00872,2024-05-05,Q2 2024,North America,Small Business,Standard,Monthly,Partner,0.691,29,,,False,False,Active,Active,12,348
RC-00873,2024-06-02,Q2 2024,Europe,Individual,Enterprise,Annual,Partner,0.466,75.65,,,False,False,Active,Renewed,12,907.8
RC-00874,2024-01-02,Q1 2024,Europe,Individual,Basic,Monthly,Social,0.549,15,,,False,False,Active,Active,12,180
RC-00875,2024-11-13,Q4 2024,Asia-Pacific,Individual,Basic,Annual,Organic,0.786,12.75,,,False,False,Active,Renewed,12,153.0
RC-00876,2024-12-25,Q4 2024,North America,Individual,Standard,Annual,Paid Search,0.412,24.65,,,False,False,Active,Renewed,12,295.8
RC-00877,2024-06-24,Q2 2024,Asia-Pacific,Freelancer,Basic,Monthly,Paid Search,0.373,15,,,False,False,Active,Active,12,180
RC-00878,2024-04-25,Q2 2024,Europe,Small Business,Standard,Monthly,Paid Search,0.505,29,3,Alternative,False,False,Churned,Churned,3,87
RC-00879,2024-05-15,Q2 2024,Other,Individual,Basic,Monthly,Organic,0.828,15,,,False,False,Active,Active,12,180
RC-00880,2024-08-13,Q3 2024,Other,Individual,Standard,Monthly,Social,0.743,29,,,False,False,Active,Active,12,348
RC-00881,2024-09-17,Q3 2024,Asia-Pacific,Individual,Basic,Monthly,Social,0.614,15,,,False,False,Active,Active,12,180
RC-00882,2024-03-06,Q1 2024,Europe,Individual,Basic,Monthly,Social,0.739,15,,,False,False,Active,Active,12,180
RC-00883,2024-04-04,Q2 2024,North America,Individual,Basic,Monthly,Partner,0.538,15,3,Price,False,False,Churned,Churned,3,45
RC-00884,2024-07-17,Q3 2024,North America,Freelancer,Premium,Monthly,Paid Search,0.179,49,,,True,True,At risk,At risk,12,588
RC-00885,2024-02-01,Q1 2024,Europe,Individual,Premium,Monthly,Referral,0.351,49,8,Low usage,False,False,Active,Churned,8,392
RC-00886,2024-10-08,Q4 2024,Europe,Individual,Premium,Monthly,Organic,0.804,49,,,False,False,Active,Active,12,588
RC-00887,2024-12-07,Q4 2024,Asia-Pacific,Individual,Premium,Monthly,Paid Search,0.512,49,,,False,False,Active,Active,12,588
RC-00888,2024-12-16,Q4 2024,Europe,Individual,Standard,Annual,Referral,0.841,24.65,,,False,False,Active,Renewed,12,295.8
RC-00889,2024-06-05,Q2 2024,North America,Freelancer,Standard,Monthly,Organic,0.81,29,,,False,True,Active,At risk,12,348
RC-00890,2024-02-18,Q1 2024,North America,Small Business,Standard,Annual,Organic,0.299,24.65,,,True,True,At risk,At risk,12,295.8
RC-00891,2024-08-09,Q3 2024,North America,Individual,Basic,Monthly,Referral,0.397,15,11,Price,False,False,Active,Churned,11,165
RC-00892,2024-04-25,Q2 2024,Asia-Pacific,Small Business,Basic,Monthly,Organic,0.473,15,2,Price,False,False,Churned,Churned,2,30
RC-00893,2024-10-23,Q4 2024,Europe,Individual,Premium,Monthly,Social,0.56,49,,,False,False,Active,Active,12,588
RC-00894,2024-08-22,Q3 2024,Europe,Small Business,Premium,Annual,Organic,0.513,41.65,,,False,False,Active,Renewed,12,499.8
RC-00895,2024-08-09,Q3 2024,Asia-Pacific,Individual,Basic,Monthly,Paid Search,0.379,15,11,Price,False,False,Active,Churned,11,165
RC-00896,2024-10-23,Q4 2024,Europe,Individual,Enterprise,Annual,Referral,0.919,75.65,,,False,False,Active,Renewed,12,907.8
RC-00897,2024-11-06,Q4 2024,North America,Small Business,Standard,Monthly,Partner,0.471,29,,,False,False,Active,Active,12,348
RC-00898,2024-12-26,Q4 2024,Other,Individual,Standard,Monthly,Social,0.656,29,,,False,False,Active,Active,12,348
RC-00899,2024-05-05,Q2 2024,Asia-Pacific,Freelancer,Standard,Monthly,Social,0.799,29,,,False,True,Active,At risk,12,348
RC-00900,2024-12-08,Q4 2024,Other,Freelancer,Premium,Monthly,Partner,0.585,49,,,False,False,Active,Active,12,588
RC-00901,2024-09-08,Q3 2024,North America,Individual,Basic,Monthly,Referral,0.186,15,,,True,True,At risk,At risk,12,180
RC-00902,2024-08-09,Q3 2024,Europe,Individual,Standard,Monthly,Referral,0.783,29,,,False,False,Active,Active,12,348
RC-00903,2024-06-02,Q2 2024,North America,Freelancer,Standard,Monthly,Paid Search,0.661,29,,,False,False,Active,Active,12,348
RC-00904,2024-12-01,Q4 2024,North America,Small Business,Premium,Annual,Social,0.918,41.65,,,False,False,Active,Renewed,12,499.8
RC-00905,2024-10-27,Q4 2024,Europe,Freelancer,Enterprise,Monthly,Partner,0.72,89,,,False,False,Active,Active,12,1068
RC-00906,2024-10-10,Q4 2024,Asia-Pacific,Individual,Premium,Monthly,Social,0.72,49,,,False,False,Active,Active,12,588
RC-00907,2024-12-20,Q4 2024,Europe,Individual,Enterprise,Monthly,Referral,0.533,89,,,True,False,At risk,Active,12,1068
RC-00908,2024-02-12,Q1 2024,Europe,Freelancer,Basic,Monthly,Paid Search,0.894,15,,,False,True,Active,At risk,12,180
RC-00909,2024-03-08,Q1 2024,North America,Small Business,Premium,Monthly,Organic,0.693,49,,,False,False,Active,Active,12,588
RC-00910,2024-09-07,Q3 2024,Europe,Individual,Premium,Annual,Social,0.349,41.65,,,True,True,At risk,At risk,12,499.8
RC-00911,2024-09-10,Q3 2024,Europe,Individual,Basic,Monthly,Organic,0.894,15,2,Alternative,False,False,Churned,Churned,2,30
RC-00912,2024-03-25,Q1 2024,Europe,Small Business,Basic,Monthly,Organic,0.189,15,,,True,True,At risk,At risk,12,180
RC-00913,2024-08-17,Q3 2024,Europe,Small Business,Standard,Monthly,Referral,0.522,29,,,False,False,Active,Active,12,348
RC-00914,2024-04-12,Q2 2024,Asia-Pacific,Small Business,Basic,Monthly,Organic,0.702,15,,,False,False,Active,Active,12,180
RC-00915,2024-05-09,Q2 2024,North America,Individual,Basic,Annual,Referral,0.248,12.75,,,True,True,At risk,At risk,12,153.0
RC-00916,2024-05-15,Q2 2024,Europe,Individual,Basic,Monthly,Organic,0.748,15,,,False,False,Active,Active,12,180
RC-00917,2024-05-24,Q2 2024,Europe,Small Business,Basic,Monthly,Organic,0.642,15,7,Low usage,False,False,Active,Churned,7,105
RC-00918,2024-07-26,Q3 2024,North America,Individual,Standard,Monthly,Paid Search,0.634,29,,,False,False,Active,Active,12,348
RC-00919,2024-05-23,Q2 2024,North America,Individual,Standard,Monthly,Organic,0.561,29,,,False,False,Active,Active,12,348
RC-00920,2024-08-27,Q3 2024,Other,Freelancer,Basic,Monthly,Organic,0.401,15,,,False,False,Active,Active,12,180
RC-00921,2024-03-11,Q1 2024,North America,Individual,Standard,Annual,Partner,0.756,24.65,,,False,False,Active,Renewed,12,295.8
RC-00922,2024-04-21,Q2 2024,Other,Small Business,Premium,Monthly,Referral,0.233,49,,,True,True,At risk,At risk,12,588
RC-00923,2024-10-12,Q4 2024,North America,Small Business,Standard,Monthly,Referral,0.35,29,,,False,False,Active,Active,12,348
RC-00924,2024-03-14,Q1 2024,Europe,Freelancer,Basic,Annual,Referral,0.928,12.75,,,False,True,Active,At risk,12,153.0
RC-00925,2024-05-15,Q2 2024,Asia-Pacific,Small Business,Standard,Monthly,Partner,0.199,29,,,True,True,At risk,At risk,12,348
RC-00926,2024-10-07,Q4 2024,North America,Small Business,Premium,Monthly,Referral,0.556,49,,,False,True,Active,At risk,12,588
RC-00927,2024-05-25,Q2 2024,North America,Individual,Basic,Annual,Social,0.961,12.75,9,Product experience,False,False,Active,Churned,9,114.75
RC-00928,2024-11-23,Q4 2024,Europe,Freelancer,Standard,Monthly,Social,0.646,29,,,False,False,Active,Active,12,348
RC-00929,2024-09-05,Q3 2024,Europe,Individual,Standard,Monthly,Partner,0.081,29,6,Low usage,True,False,At risk,Churned,6,174
RC-00930,2024-11-12,Q4 2024,North America,Individual,Standard,Monthly,Partner,0.828,29,,,False,False,Active,Active,12,348
RC-00931,2024-10-24,Q4 2024,North America,Individual,Standard,Monthly,Organic,0.314,29,,,True,True,At risk,At risk,12,348
RC-00932,2024-08-21,Q3 2024,Europe,Individual,Standard,Annual,Referral,0.564,24.65,,,False,True,Active,At risk,12,295.8
RC-00933,2024-12-28,Q4 2024,North America,Small Business,Standard,Monthly,Social,0.647,29,,,False,False,Active,Active,12,348
RC-00934,2024-07-05,Q3 2024,Asia-Pacific,Freelancer,Standard,Monthly,Referral,0.583,29,,,False,False,Active,Active,12,348
RC-00935,2024-12-26,Q4 2024,Asia-Pacific,Small Business,Standard,Annual,Paid Search,0.418,24.65,2,Product experience,False,False,Churned,Churned,2,49.3
RC-00936,2024-01-19,Q1 2024,Europe,Freelancer,Basic,Monthly,Organic,0.658,15,,,False,False,Active,Active,12,180
RC-00937,2024-10-24,Q4 2024,North America,Freelancer,Premium,Annual,Organic,0.358,41.65,2,Price,False,False,Churned,Churned,2,83.3
RC-00938,2024-08-08,Q3 2024,Europe,Individual,Standard,Annual,Partner,0.302,24.65,4,Price,True,False,At risk,Churned,4,98.6
RC-00939,2024-05-09,Q2 2024,Other,Individual,Standard,Annual,Organic,0.619,24.65,,,False,False,Active,Renewed,12,295.8
RC-00940,2024-04-27,Q2 2024,Asia-Pacific,Freelancer,Standard,Monthly,Organic,0.348,29,,,False,False,Active,Active,12,348
RC-00941,2024-08-08,Q3 2024,Europe,Individual,Premium,Monthly,Paid Search,0.441,49,,,False,False,Active,Active,12,588
RC-00942,2024-11-02,Q4 2024,North America,Individual,Basic,Monthly,Social,0.21,15,,,True,True,At risk,At risk,12,180
RC-00943,2024-09-16,Q3 2024,Asia-Pacific,Freelancer,Standard,Annual,Paid Search,0.763,24.65,6,Payment issue,False,False,Active,Churned,6,147.9
RC-00944,2024-07-18,Q3 2024,Asia-Pacific,Individual,Standard,Monthly,Organic,0.809,29,10,Alternative,False,False,Active,Churned,10,290
RC-00945,2024-03-28,Q1 2024,Europe,Individual,Premium,Annual,Organic,0.506,41.65,,,False,False,Active,Renewed,12,499.8
RC-00946,2024-06-11,Q2 2024,Europe,Small Business,Standard,Monthly,Social,0.513,29,,,False,False,Active,Active,12,348
RC-00947,2024-08-20,Q3 2024,Asia-Pacific,Individual,Premium,Annual,Referral,0.517,41.65,,,True,False,At risk,Renewed,12,499.8
RC-00948,2024-02-17,Q1 2024,North America,Freelancer,Premium,Monthly,Social,0.869,49,1,Alternative,False,False,Churned,Churned,1,49
RC-00949,2024-12-25,Q4 2024,North America,Small Business,Premium,Monthly,Organic,0.491,49,7,Product experience,False,False,Active,Churned,7,343
RC-00950,2024-04-10,Q2 2024,Asia-Pacific,Individual,Standard,Annual,Partner,0.841,24.65,,,False,False,Active,Renewed,12,295.8
RC-00951,2024-06-05,Q2 2024,Other,Small Business,Standard,Monthly,Referral,0.851,29,,,False,False,Active,Active,12,348
RC-00952,2024-10-22,Q4 2024,Asia-Pacific,Freelancer,Basic,Monthly,Organic,0.896,15,,,False,False,Active,Active,12,180
RC-00953,2024-02-03,Q1 2024,Asia-Pacific,Small Business,Basic,Monthly,Paid Search,0.536,15,,,False,False,Active,Active,12,180
RC-00954,2024-01-27,Q1 2024,Asia-Pacific,Small Business,Basic,Monthly,Paid Search,0.247,15,,,True,True,At risk,At risk,12,180
RC-00955,2024-07-28,Q3 2024,North America,Individual,Premium,Annual,Paid Search,0.613,41.65,,,False,False,Active,Renewed,12,499.8
RC-00956,2024-11-23,Q4 2024,North America,Individual,Enterprise,Monthly,Social,0.115,89,,,True,True,At risk,At risk,12,1068
RC-00957,2024-02-04,Q1 2024,Europe,Individual,Standard,Monthly,Organic,0.5,29,1,Alternative,False,False,Churned,Churned,1,29
RC-00958,2024-12-04,Q4 2024,North America,Individual,Standard,Monthly,Referral,0.132,29,,,True,True,At risk,At risk,12,348
RC-00959,2024-01-20,Q1 2024,Asia-Pacific,Individual,Basic,Monthly,Referral,0.846,15,,,False,False,Active,Active,12,180
RC-00960,2024-05-05,Q2 2024,Europe,Small Business,Basic,Monthly,Social,0.547,15,,,False,False,Active,Active,12,180
RC-00961,2024-07-20,Q3 2024,Europe,Small Business,Standard,Monthly,Social,0.526,29,,,False,False,Active,Active,12,348
RC-00962,2024-04-25,Q2 2024,North America,Small Business,Premium,Monthly,Social,0.282,49,,,True,True,At risk,At risk,12,588
RC-00963,2024-08-05,Q3 2024,North America,Small Business,Premium,Monthly,Organic,0.804,49,,,True,False,At risk,Active,12,588
RC-00964,2024-07-19,Q3 2024,Other,Small Business,Premium,Annual,Referral,0.348,41.65,,,False,False,Active,Renewed,12,499.8
RC-00965,2024-01-05,Q1 2024,North America,Small Business,Enterprise,Annual,Social,0.628,75.65,,,False,False,Active,Renewed,12,907.8
RC-00966,2024-09-06,Q3 2024,North America,Small Business,Standard,Monthly,Paid Search,0.566,29,,,False,False,Active,Active,12,348
RC-00967,2024-09-02,Q3 2024,North America,Individual,Standard,Monthly,Organic,0.684,29,,,False,False,Active,Active,12,348
RC-00968,2024-03-15,Q1 2024,North America,Individual,Premium,Annual,Paid Search,0.449,41.65,,,False,False,Active,Renewed,12,499.8
RC-00969,2024-10-28,Q4 2024,Asia-Pacific,Small Business,Basic,Annual,Social,0.159,12.75,1,Product experience,False,False,Churned,Churned,1,12.75
RC-00970,2024-05-17,Q2 2024,Other,Individual,Enterprise,Annual,Referral,0.116,75.65,,,True,True,At risk,At risk,12,907.8
RC-00971,2024-03-04,Q1 2024,North America,Small Business,Standard,Monthly,Social,0.685,29,10,Low usage,False,False,Active,Churned,10,290
RC-00972,2024-05-14,Q2 2024,Europe,Individual,Basic,Monthly,Social,0.072,15,4,Price,True,False,At risk,Churned,4,60
RC-00973,2024-01-12,Q1 2024,Europe,Freelancer,Basic,Monthly,Social,0.748,15,,,False,False,Active,Active,12,180
RC-00974,2024-05-08,Q2 2024,Europe,Freelancer,Basic,Monthly,Partner,0.382,15,12,Low usage,False,False,Active,Churned,12,180
RC-00975,2024-10-13,Q4 2024,North America,Freelancer,Standard,Monthly,Partner,0.913,29,,,True,False,At risk,Active,12,348
RC-00976,2024-09-06,Q3 2024,Europe,Individual,Premium,Monthly,Paid Search,0.598,49,12,Price,False,False,Active,Churned,12,588
RC-00977,2024-05-26,Q2 2024,Europe,Small Business,Basic,Monthly,Paid Search,0.522,15,9,Alternative,False,False,Active,Churned,9,135
RC-00978,2024-05-15,Q2 2024,North America,Individual,Enterprise,Annual,Referral,0.88,75.65,,,False,False,Active,Renewed,12,907.8
RC-00979,2024-11-11,Q4 2024,Asia-Pacific,Individual,Premium,Annual,Partner,0.458,41.65,4,Price,False,False,Active,Churned,4,166.6
RC-00980,2024-11-28,Q4 2024,Europe,Individual,Basic,Monthly,Paid Search,0.343,15,2,Low usage,False,False,Churned,Churned,2,30
RC-00981,2024-10-19,Q4 2024,Other,Individual,Basic,Annual,Organic,0.487,12.75,1,Product experience,False,False,Churned,Churned,1,12.75
RC-00982,2024-10-24,Q4 2024,Europe,Individual,Standard,Monthly,Social,0.463,29,,,False,False,Active,Active,12,348
RC-00983,2024-06-02,Q2 2024,North America,Freelancer,Basic,Monthly,Organic,0.219,15,9,Payment issue,True,False,At risk,Churned,9,135
RC-00984,2024-04-28,Q2 2024,Other,Freelancer,Standard,Monthly,Organic,0.432,29,,,False,False,Active,Active,12,348
RC-00985,2024-05-04,Q2 2024,Other,Team,Basic,Annual,Organic,0.562,12.75,2,Low usage,False,False,Churned,Churned,2,25.5
RC-00986,2024-09-20,Q3 2024,North America,Small Business,Standard,Annual,Paid Search,0.364,24.65,6,Changed needs,False,False,Active,Churned,6,147.9
RC-00987,2024-10-07,Q4 2024,North America,Small Business,Basic,Monthly,Paid Search,0.607,15,,,False,False,Active,Active,12,180
RC-00988,2024-06-12,Q2 2024,Asia-Pacific,Individual,Premium,Monthly,Social,0.492,49,,,False,False,Active,Active,12,588
RC-00989,2024-12-02,Q4 2024,North America,Freelancer,Basic,Monthly,Organic,0.539,15,1,Alternative,False,False,Churned,Churned,1,15
RC-00990,2024-01-11,Q1 2024,Europe,Individual,Standard,Monthly,Paid Search,0.659,29,,,False,False,Active,Active,12,348
RC-00991,2024-11-06,Q4 2024,North America,Freelancer,Premium,Annual,Paid Search,0.444,41.65,,,False,False,Active,Renewed,12,499.8
RC-00992,2024-09-09,Q3 2024,North America,Individual,Standard,Monthly,Organic,0.37,29,2,Price,False,False,Churned,Churned,2,58
RC-00993,2024-11-10,Q4 2024,North America,Individual,Basic,Monthly,Paid Search,0.274,15,9,Low usage,True,False,At risk,Churned,9,135
RC-00994,2024-06-17,Q2 2024,Asia-Pacific,Team,Basic,Monthly,Referral,0.568,15,,,False,False,Active,Active,12,180
RC-00995,2024-07-06,Q3 2024,North America,Individual,Basic,Monthly,Paid Search,0.879,15,1,Price,False,False,Churned,Churned,1,15
RC-00996,2024-12-22,Q4 2024,Other,Freelancer,Basic,Annual,Organic,0.782,12.75,,,False,False,Active,Renewed,12,153.0
RC-00997,2024-08-10,Q3 2024,Europe,Freelancer,Basic,Monthly,Organic,0.229,15,,,True,True,At risk,At risk,12,180
RC-00998,2024-05-03,Q2 2024,Asia-Pacific,Small Business,Enterprise,Monthly,Referral,0.085,89,,,True,True,At risk,At risk,12,1068
RC-00999,2024-11-06,Q4 2024,North America,Individual,Basic,Monthly,Social,0.55,15,9,Price,False,False,Active,Churned,9,135
RC-01000,2024-01-07,Q1 2024,North America,Individual,Standard,Annual,Social,0.643,24.65,,,False,False,Active,Renewed,12,295.8
RC-01001,2024-11-12,Q4 2024,Europe,Freelancer,Enterprise,Annual,Paid Search,0.686,75.65,,,False,False,Active,Renewed,12,907.8
RC-01002,2024-12-02,Q4 2024,Asia-Pacific,Individual,Enterprise,Annual,Paid Search,0.84,75.65,2,Changed needs,False,False,Churned,Churned,2,151.3
RC-01003,2024-08-03,Q3 2024,Asia-Pacific,Team,Basic,Monthly,Partner,0.843,15,5,Product experience,False,False,Active,Churned,5,75
RC-01004,2024-12-13,Q4 2024,Asia-Pacific,Team,Basic,Monthly,Referral,0.696,15,,,False,False,Active,Active,12,180
RC-01005,2024-06-04,Q2 2024,Europe,Individual,Standard,Monthly,Referral,0.97,29,,,False,False,Active,Active,12,348
RC-01006,2024-12-16,Q4 2024,North America,Freelancer,Standard,Monthly,Referral,0.827,29,,,False,False,Active,Active,12,348
RC-01007,2024-08-17,Q3 2024,Other,Freelancer,Basic,Monthly,Organic,0.565,15,,,False,False,Active,Active,12,180
RC-01008,2024-10-14,Q4 2024,Other,Individual,Standard,Annual,Social,0.89,24.65,,,False,False,Active,Renewed,12,295.8
RC-01009,2024-03-01,Q1 2024,Europe,Small Business,Premium,Annual,Partner,0.67,41.65,,,False,True,Active,At risk,12,499.8
RC-01010,2024-09-19,Q3 2024,Europe,Small Business,Basic,Monthly,Social,0.801,15,,,False,False,Active,Active,12,180
RC-01011,2024-03-02,Q1 2024,North America,Freelancer,Basic,Monthly,Organic,0.43,15,,,False,False,Active,Active,12,180
RC-01012,2024-09-18,Q3 2024,North America,Team,Standard,Annual,Organic,0.728,24.65,,,False,False,Active,Renewed,12,295.8
RC-01013,2024-03-23,Q1 2024,Europe,Individual,Standard,Monthly,Organic,0.469,29,1,Price,False,False,Churned,Churned,1,29
RC-01014,2024-10-12,Q4 2024,Europe,Individual,Basic,Monthly,Paid Search,0.527,15,,,False,False,Active,Active,12,180
RC-01015,2024-10-15,Q4 2024,North America,Team,Premium,Monthly,Partner,0.63,49,8,Product experience,False,False,Active,Churned,8,392
RC-01016,2024-04-11,Q2 2024,North America,Freelancer,Standard,Monthly,Partner,0.344,29,,,True,False,At risk,Active,12,348
RC-01017,2024-10-09,Q4 2024,Asia-Pacific,Small Business,Standard,Monthly,Social,0.265,29,,,True,True,At risk,At risk,12,348
RC-01018,2024-07-22,Q3 2024,Europe,Individual,Enterprise,Annual,Social,0.583,75.65,,,False,False,Active,Renewed,12,907.8
RC-01019,2024-07-25,Q3 2024,Asia-Pacific,Small Business,Standard,Monthly,Organic,0.413,29,9,Alternative,False,False,Active,Churned,9,261
RC-01020,2024-05-12,Q2 2024,Europe,Freelancer,Premium,Annual,Organic,0.194,41.65,,,True,True,At risk,At risk,12,499.8
RC-01021,2024-02-13,Q1 2024,Europe,Freelancer,Basic,Monthly,Paid Search,0.623,15,,,False,False,Active,Active,12,180
RC-01022,2024-07-01,Q3 2024,North America,Small Business,Basic,Annual,Organic,0.349,12.75,11,Product experience,False,False,Active,Churned,11,140.25
RC-01023,2024-11-26,Q4 2024,North America,Individual,Basic,Monthly,Social,0.826,15,,,False,False,Active,Active,12,180
RC-01024,2024-01-21,Q1 2024,Europe,Individual,Standard,Monthly,Organic,0.585,29,,,False,False,Active,Active,12,348
RC-01025,2024-04-18,Q2 2024,North America,Individual,Standard,Monthly,Organic,0.054,29,,,True,True,At risk,At risk,12,348
RC-01026,2024-12-19,Q4 2024,North America,Small Business,Standard,Monthly,Organic,0.725,29,6,Product experience,True,False,At risk,Churned,6,174
RC-01027,2024-08-02,Q3 2024,Asia-Pacific,Freelancer,Standard,Monthly,Organic,0.655,29,,,False,False,Active,Active,12,348
RC-01028,2024-04-21,Q2 2024,North America,Team,Basic,Monthly,Organic,0.883,15,,,False,False,Active,Active,12,180
RC-01029,2024-04-01,Q2 2024,Europe,Individual,Basic,Annual,Social,0.235,12.75,,,True,True,At risk,At risk,12,153.0
RC-01030,2024-06-19,Q2 2024,North America,Small Business,Standard,Monthly,Referral,0.514,29,5,Changed needs,False,False,Active,Churned,5,145
RC-01031,2024-07-26,Q3 2024,Other,Small Business,Standard,Annual,Paid Search,0.681,24.65,,,True,False,At risk,Renewed,12,295.8
RC-01032,2024-01-13,Q1 2024,North America,Small Business,Basic,Monthly,Paid Search,0.887,15,,,False,False,Active,Active,12,180
RC-01033,2024-04-06,Q2 2024,Europe,Individual,Enterprise,Annual,Referral,0.628,75.65,,,False,False,Active,Renewed,12,907.8
RC-01034,2024-10-14,Q4 2024,North America,Small Business,Premium,Monthly,Social,0.617,49,,,False,True,Active,At risk,12,588
RC-01035,2024-07-16,Q3 2024,North America,Individual,Premium,Annual,Social,0.601,41.65,,,False,False,Active,Renewed,12,499.8
RC-01036,2024-06-06,Q2 2024,North America,Team,Premium,Monthly,Partner,0.746,49,,,False,False,Active,Active,12,588
RC-01037,2024-06-04,Q2 2024,Europe,Small Business,Enterprise,Monthly,Social,0.475,89,,,False,False,Active,Active,12,1068
RC-01038,2024-12-19,Q4 2024,Asia-Pacific,Individual,Standard,Monthly,Organic,0.677,29,,,False,False,Active,Active,12,348
RC-01039,2024-04-07,Q2 2024,Europe,Individual,Enterprise,Monthly,Organic,0.134,89,,,True,True,At risk,At risk,12,1068
RC-01040,2024-02-02,Q1 2024,Europe,Individual,Standard,Annual,Social,0.416,24.65,,,False,False,Active,Renewed,12,295.8
